Latitude,Longitude,Hour,DayOfWeek,Month,PartOfDay,Police Station,Type_encoded
12.93297,77.58381,21,0,7,3,2,7
12.930433,77.549761,23,3,11,3,2,7
12.923736,77.58182,21,4,10,3,2,7
12.924123,77.576913,19,6,7,1,2,7
12.924377,77.582729,23,4,6,3,2,7
12.920604,77.520557,21,5,7,3,2,7
12.940662,77.574095,9,4,8,2,2,7
12.93878218,77.57956109,21,2,6,3,2,7
12.9399013,77.57337112,18,5,2,1,2,7
12.944557,77.57758,18,1,7,1,2,7
12.9076508,77.5951967,6,6,7,2,2,7
12.9076508,77.5951967,4,1,1,3,2,7
12.9030543,77.5813948,8,5,8,2,2,7
12.9036647,77.5785439,7,1,5,2,2,7
12.9004589,77.5684636,9,4,6,2,2,7
12.909427,77.5706543,2,6,11,3,2,7
12.9039655,77.5804308,2,1,11,3,2,7
12.9039653,77.5738647,2,1,1,3,2,7
12.9124543,77.5737283,2,1,1,3,2,7
12.9108342,77.5866704,1,3,8,3,2,7
12.9071236,77.583816,2,3,8,3,2,7
13.018056,77.751944,21,0,3,3,2,7
14.442222,78.750556,8,5,4,2,2,7
14.405833,79.149167,6,0,8,2,2,7
13.215278,78.304722,0,1,5,3,2,7
12.91986,77.56931,22,0,2,3,2,7
13.741111,77.830833,19,2,9,1,2,7
12.958864,77.638363,11,1,11,2,2,7
12.946595,77.59197,16,4,7,0,2,7
12.945264,77.59271,16,6,12,0,2,7
12.946042,77.593699,22,5,10,3,2,7
12.946042,77.593699,21,1,5,3,2,7
12.944408,77.593165,2,2,6,3,2,7
12.89050892,77.57361002,6,2,5,2,2,7
12.90976685,77.55679873,15,6,9,0,2,7
12.901082,77.54753806,16,3,3,0,2,7
12.86854765,77.5801126,21,4,3,3,2,7
12.90958449,77.55159728,9,6,5,2,2,7
12.88328789,77.58130555,0,0,1,3,2,7
12.8776868,77.58071703,0,2,1,3,2,7
12.8887116,77.57377343,0,3,4,3,2,7
12.89537161,77.55032355,0,0,8,3,2,7
12.90932828,77.5437415,0,5,8,3,2,7
12.87932828,77.5737415,0,3,10,3,2,7
12.90714279,77.53486998,0,6,11,3,2,7
12.90245473,77.54181407,20,3,2,1,2,7
12.88563257,77.5482591,21,3,12,3,2,7
12.88948381,77.56232091,23,6,4,3,2,7
12.90108207,77.54753806,3,0,10,3,2,7
12.9057223,77.53558126,22,2,12,3,2,7
12.88289563,77.56647782,3,2,10,3,2,7
12.8967726,77.5445644,10,0,9,2,2,7
12.91082367,77.54398174,13,1,8,0,2,7
12.913512,77.554144,21,3,7,3,2,7
12.91084893,77.53745649,17,0,5,1,2,7
12.87583,77.511157,15,3,2,0,2,7
12.894725,77.542178,5,5,3,2,2,7
12.874853,77.554205,16,3,3,0,2,7
12.860873,77.520947,14,4,1,0,2,7
12.864755,77.528047,12,5,1,0,2,7
12.871198,77.536856,12,4,4,0,2,7
12.853954,77.553705,10,1,4,2,2,7
12.870574,77.571346,4,1,5,3,2,7
12.87548,77.535128,4,5,8,3,2,7
12.870129,77.556345,22,6,1,3,2,7
12.878193,77.535515,21,2,7,3,2,7
12.848726,77.572816,18,6,9,1,2,7
12.872393,77.557753,19,5,10,1,2,7
12.871255,77.56033,10,2,10,2,2,7
12.879671,77.54543,20,3,3,1,2,7
12.859739,77.562719,14,1,8,0,2,7
12.862041,77.563487,1,1,10,3,2,7
12.893051,77.543007,20,3,11,1,2,7
12.879223,77.567169,0,0,1,3,2,7
12.882152,77.565325,1,1,4,3,2,7
12.84488,77.583729,8,2,7,2,2,7
12.890277,77.57144,15,6,1,0,2,7
12.885583,77.57054,0,2,11,3,2,7
12.889932,77.57465,4,1,7,3,2,7
12.861345,77.579767,0,6,1,3,2,7
12.845887,77.583885,23,6,11,3,2,7
12.873733,77.579546,16,4,6,0,2,7
14.548889,78.2775,11,3,4,2,2,7
12.875176,77.57889,16,6,7,0,2,7
12.898898,77.576405,16,3,8,0,2,7
12.906331,77.59179,8,4,8,2,2,7
12.90903,77.58764,4,2,11,3,2,7
12.906448,77.587569,17,1,2,1,2,7
12.89643,77.578607,18,6,5,1,2,7
12.901612,77.586583,10,5,11,2,2,7
12.89667299,77.56075138,0,3,2,3,2,7
12.90509645,77.571337,0,4,4,3,2,7
12.90769453,77.57198522,0,0,11,3,2,7
12.90089276,77.56988137,0,5,11,3,2,7
12.90233856,77.56532528,0,5,7,3,2,7
12.91449059,77.57210648,0,3,7,3,2,7
12.91054686,77.56074553,0,6,4,3,2,7
12.89939856,77.57258495,0,3,8,3,2,7
12.90233333,77.5689282,0,6,5,3,2,7
12.91436911,77.57331064,0,1,4,3,2,7
12.91553593,77.56162582,0,2,8,3,2,7
12.91420724,77.5618648,0,3,3,3,2,7
12.90617125,77.56984584,0,5,8,3,2,7
12.89645157,77.56024331,0,6,12,3,2,7
12.937792,77.537268,17,4,6,1,2,7
12.939585,77.544317,8,5,8,2,2,7
12.937792,77.537268,9,0,4,2,2,7
12.93586,77.54388,13,4,7,0,2,7
12.946026,77.544111,3,2,8,3,2,7
12.940271,77.542692,15,0,9,0,2,7
12.94865677,77.56227641,4,0,4,3,2,7
12.94953,77.56316,22,0,7,3,2,7
12.94953,77.56316,17,0,7,1,2,7
12.96053995,77.57161726,18,5,9,1,2,7
12.95608437,77.57561273,17,4,5,1,2,7
12.94870298,77.5787416,0,3,6,3,2,7
12.94863301,77.57586657,0,5,8,3,2,7
12.564056,77.333036,22,3,3,3,2,7
12.941281,77.55467,23,5,12,3,2,7
12.94725,77.55428,21,3,8,3,2,7
12.945897,77.567461,7,0,11,2,2,7
12.94885,77.55255,23,0,4,3,2,7
12.928925,77.56106,0,5,4,3,2,7
12.929754,77.551246,0,2,12,3,2,7
12.930313,77.554418,1,3,9,3,2,7
12.926431,77.544097,5,4,6,2,2,7
12.9289,77.554688,4,3,6,3,2,7
12.930848,77.562656,11,6,10,2,2,7
12.920708,77.545062,6,1,4,2,2,7
12.921084,77.540512,1,3,9,3,2,7
12.931413,77.566018,4,1,4,3,2,7
12.920844,77.543006,9,2,11,2,2,7
12.923045,77.541396,4,1,9,3,2,7
12.93336,77.550661,1,6,11,3,2,7
12.971599,77.594563,7,3,10,2,2,3
12.80642,77.52537,13,3,9,0,2,3
12.88605,77.494843,0,3,1,3,2,3
12.921755,77.588346,23,2,1,3,2,3
12.922076,77.5589539,7,6,12,2,2,3
12.835635,77.653354,18,5,5,1,2,3
12.925635,77.583354,16,1,8,0,2,3
12.28784,76.63313,20,0,11,1,2,3
12.79642,77.50537,16,1,2,0,2,3
12.93443,77.592697,19,3,4,1,2,3
12.943773,77.573418,23,0,1,3,2,3
12.941212,77.57344,10,4,10,2,2,3
12.941716,77.573891,11,3,3,2,2,3
12.94452287,77.5788835,0,5,9,3,2,3
12.941946,77.574073,11,4,11,2,2,3
12.935305,77.572075,0,1,9,3,2,3
12.93699,77.566649,0,3,12,3,2,3
12.944247,77.572678,0,6,2,3,2,3
12.938602,77.575583,11,4,5,2,2,3
12.946432,77.578244,0,3,7,3,2,3
12.942962,77.568212,0,5,11,3,2,3
12.9071234,77.5772499,4,6,4,3,2,3
12.9021964,77.5472,23,4,11,3,2,3
12.9047055,77.5868222,22,1,2,3,2,3
12.8996863,77.5719224,23,5,10,3,2,3
12.91655,77.5945793,8,4,10,2,2,3
12.9165477,77.5617482,21,0,12,3,2,3
12.9111818,77.5739301,22,3,4,3,2,3
12.8896959,77.543055,15,4,3,0,2,3
12.9036647,77.5785439,17,1,8,1,2,3
12.9423522,77.5027961,11,1,5,2,2,3
12.909427,77.5706543,13,4,10,0,2,3
12.9093248,77.5591563,22,2,10,3,2,3
12.8879049,77.5774295,0,1,9,3,2,3
12.8879043,77.5621085,22,2,8,3,2,3
12.8879031,77.5621085,18,5,3,1,2,3
12.9105665,77.571023,18,4,12,1,2,3
12.9125802,77.5731949,11,5,8,2,2,3
12.9125802,77.5731949,18,2,1,1,2,3
12.9263748,77.5664358,3,4,3,3,2,3
12.9122435,77.5829634,1,3,4,3,2,3
12.9204433,77.5663689,17,2,4,1,2,3
13.017778,78.938333,1,3,3,3,2,3
13.003333,78.237778,20,2,2,1,2,3
13.215278,78.304722,14,2,1,0,2,3
14.177778,78.265,17,2,7,1,2,3
13.198611,78.368056,21,0,4,3,2,3
14.081667,78.989444,13,5,5,0,2,3
14.047222,77.886667,13,4,9,0,2,3
13.216389,78.266111,22,2,4,3,2,3
13.641944,78.029722,18,0,12,1,2,3
13.641944,78.029722,15,4,12,0,2,3
14.456944,78.227222,15,6,1,0,2,3
13.215278,78.304722,23,3,7,3,2,3
12.961111,78.818333,21,6,8,3,2,3
13.200556,78.879167,22,4,12,3,2,3
12.87974,77.50031,17,3,3,1,2,3
13.003333,78.237778,9,5,6,2,2,3
13.064722,78.1175,10,5,6,2,2,3
12.92957,77.57276,6,5,1,2,2,3
12.91851,77.58122,23,0,8,3,2,3
12.87974,77.50031,5,1,9,2,2,3
13.994444,78.593056,8,1,9,2,2,3
13.064722,78.1175,10,4,11,2,2,3
12.89066,77.575524,18,1,1,1,2,3
13.003333,78.237778,10,2,8,2,2,3
13.003333,78.237778,15,5,12,0,2,3
13.033889,78.9725,9,1,7,2,2,3
13.003333,78.237778,9,4,4,2,2,3
13.01965,77.60673,13,3,11,0,2,3
13.033889,78.9725,9,4,6,2,2,3
13.215278,78.304722,15,5,12,0,2,3
13.215278,78.304722,20,5,10,1,2,3
12.944814,77.587996,14,3,3,0,2,3
12.942789,77.596405,14,6,11,0,2,3
12.946042,77.593699,18,6,7,1,2,3
12.93481,77.591525,21,1,6,3,2,3
12.945283,77.58671,0,3,11,3,2,3
12.942789,77.596405,20,3,8,1,2,3
12.934073,77.592244,20,1,3,1,2,3
12.944485,77.591988,20,5,6,1,2,3
12.945602,77.588022,9,5,3,2,2,3
12.946595,77.59197,21,5,11,3,2,3
12.944814,77.587996,13,6,8,0,2,3
12.944814,77.587996,13,3,3,0,2,3
12.942707,77.585262,4,5,4,3,2,3
12.935847,77.593125,4,6,6,3,2,3
12.944265,77.593685,20,6,6,1,2,3
12.945058,77.591578,14,5,12,0,2,3
12.9446676,77.592128,10,4,10,2,2,3
12.941015,77.580237,17,6,11,1,2,3
12.9446676,77.592128,20,1,12,1,2,3
12.938585,77.58509,15,2,6,0,2,3
12.946428,77.591183,9,1,2,2,2,3
12.951431,77.590558,13,6,2,0,2,3
12.945058,77.591578,12,3,8,0,2,3
12.946042,77.593699,12,1,7,0,2,3
12.942008,77.593672,21,4,9,3,2,3
12.936049,77.592597,21,2,10,3,2,3
12.943814,77.59715,16,3,12,0,2,3
12.89062558,77.56405571,12,6,1,0,2,3
12.89117067,77.5699034,0,4,4,3,2,3
12.88290759,77.56690606,0,0,5,3,2,3
12.917986,77.553778,0,5,11,3,2,3
12.90759817,77.53481056,10,3,1,2,2,3
12.91273921,77.54878858,8,1,2,2,2,3
12.90944142,77.55721452,0,6,2,3,2,3
12.90913455,77.55325268,0,1,2,3,2,3
12.90862205,77.55531561,0,3,7,3,2,3
12.88867402,77.57312221,12,6,3,0,2,3
12.88867402,77.57312221,0,1,7,3,2,3
12.9046755,77.53001756,0,2,6,3,2,3
12.89572496,77.5719447,0,0,7,3,2,3
12.88812763,77.58114661,0,2,9,3,2,3
12.91134545,77.53812371,0,4,11,3,2,3
12.89246857,77.57540769,0,1,11,3,2,3
12.91102435,77.53917778,0,5,6,3,2,3
12.89900112,77.544042,10,0,9,2,2,3
12.90827601,77.55022679,0,1,4,3,2,3
12.91422266,77.53929427,0,4,8,3,2,3
12.8997408,77.54951691,7,2,8,2,2,3
12.91739661,77.54533797,0,1,4,3,2,3
12.91022894,77.5481594,0,6,2,3,2,3
12.90471042,77.54488816,13,2,4,0,2,3
12.90988782,77.55763608,0,3,8,3,2,3
12.9057223,77.53558126,12,1,1,0,2,3
12.88520621,77.56866459,10,1,2,2,2,3
12.904425,77.528388,8,6,3,2,2,3
12.89062558,77.56405571,0,1,3,3,2,3
12.9144943,77.55021425,0,2,8,3,2,3
12.9057223,77.53558126,0,0,10,3,2,3
12.885536,77.542507,13,3,2,0,2,3
12.870927,77.536764,21,0,3,3,2,3
12.891626,77.496854,21,1,5,3,2,3
12.862772,77.531239,14,4,5,0,2,3
12.876155,77.53255,20,4,9,1,2,3
12.872936,77.528647,9,4,10,2,2,3
12.874927,77.542694,17,6,3,1,2,3
12.870315,77.5375,11,2,6,2,2,3
12.876095,77.546538,13,6,9,0,2,3
12.879245,77.512528,0,0,11,3,2,3
12.891048,77.542411,17,1,11,1,2,3
12.88374,77.501315,7,2,3,2,2,3
12.856318,77.559623,22,1,1,3,2,3
12.895099,77.542102,23,1,2,3,2,3
12.869881,77.525669,1,2,11,3,2,3
12.868478,77.521805,13,6,5,0,2,3
12.877804,77.533739,14,0,10,0,2,3
12.863084,77.526325,10,6,8,2,2,3
12.880893,77.543751,12,3,11,0,2,3
12.874507,77.529564,22,3,11,3,2,3
12.853218,77.553667,12,0,11,0,2,3
12.881532,77.511282,8,4,1,2,2,3
12.877385,77.534077,21,1,6,3,2,3
12.867237,77.535278,23,0,11,3,2,3
12.878813,77.482329,13,0,10,0,2,3
12.85092,77.557048,18,4,11,1,2,3
12.880754,77.549448,3,4,7,3,2,3
12.895797,77.536992,18,5,4,1,2,3
12.865399,77.520688,6,4,5,2,2,3
12.865652,77.516896,14,5,9,0,2,3
12.881457,77.573157,9,6,5,2,2,3
12.85708,77.577065,12,5,2,0,2,3
12.899251,77.576456,22,3,12,3,2,3
12.88967,77.571871,23,3,2,3,2,3
12.871945,77.57484,0,3,3,3,2,3
12.855507,77.587458,15,4,5,0,2,3
12.888075,77.570911,4,2,3,3,2,3
12.88245,77.575277,9,3,11,2,2,3
12.871945,77.57484,19,2,5,1,2,3
12.881966,77.566281,20,6,2,1,2,3
12.84856,77.58442,13,5,7,0,2,3
12.870638,77.583264,5,2,8,2,2,3
12.881012,77.57636,17,4,4,1,2,3
12.88967,77.571871,21,4,5,3,2,3
12.878993,77.557886,7,2,3,2,2,3
12.880183,77.567401,7,3,3,2,2,3
12.896392,77.570185,21,1,3,3,2,3
12.89639,77.570185,7,4,4,2,2,3
12.840624,77.580569,23,4,5,3,2,3
12.88818,77.570987,16,6,11,0,2,3
12.843536,77.5836,12,1,11,0,2,3
13.66,77.966389,0,5,1,3,2,3
13.479722,77.632778,18,2,6,1,2,3
12.925278,78.255833,14,6,12,0,2,3
12.925278,78.255833,20,5,7,1,2,3
13.295556,78.495,15,5,1,0,2,3
12.885931,77.585941,3,3,11,3,2,3
12.90903,77.58764,11,3,11,2,2,3
12.902358,77.589837,21,4,7,3,2,3
12.881791,77.588689,19,6,11,1,2,3
12.91241826,77.56410484,19,0,10,1,2,3
12.89991364,77.57249095,22,6,6,3,2,3
12.90260728,77.56148874,17,5,7,1,2,3
12.90218746,77.57262417,18,6,7,1,2,3
12.90218746,77.57262417,12,6,7,0,2,3
12.90852035,77.57252653,16,4,3,0,2,3
12.91412564,77.56333546,21,3,12,3,2,3
12.90218746,77.57262417,12,2,12,0,2,3
12.90715124,77.57065327,21,0,7,3,2,3
12.91054686,77.56074553,22,4,9,3,2,3
12.91566688,77.56156532,15,6,1,0,2,3
12.90366644,77.56746087,22,2,3,3,2,3
12.89271943,77.56681596,11,6,4,2,2,3
12.91449059,77.57210648,15,4,7,0,2,3
12.91449059,77.57210648,20,3,7,1,2,3
12.90734054,77.57261192,0,0,7,3,2,3
12.9043309,77.56846815,23,5,8,3,2,3
12.90089276,77.56988137,17,1,5,1,2,3
12.91629741,77.57079562,15,6,3,0,2,3
12.89528445,77.56621287,18,6,10,1,2,3
12.89854858,77.56966333,9,2,10,2,2,3
12.89819504,77.56937533,11,1,1,2,2,3
12.89880749,77.57229001,0,6,12,3,2,3
12.91249413,77.57240566,21,3,4,3,2,3
12.90366644,77.56746087,21,0,3,3,2,3
12.89645157,77.56024331,23,6,9,3,2,3
12.90260728,77.56148874,21,6,8,3,2,3
12.90795097,77.57098352,0,4,9,3,2,3
12.90071316,77.56512395,22,6,11,3,2,3
12.9079108,77.56673681,21,1,11,3,2,3
12.91351662,77.5670477,18,5,3,1,2,3
12.90089276,77.56988137,19,5,5,1,2,3
12.9043309,77.56846815,21,1,6,3,2,3
12.9043309,77.56846815,14,1,6,0,2,3
12.91514368,77.56941913,15,5,6,0,2,3
12.90233856,77.56532528,14,0,9,0,2,3
12.89823645,77.56947621,23,6,7,3,2,3
12.90509645,77.571337,21,2,5,3,2,3
12.90617125,77.56984584,18,3,3,1,2,3
12.91351662,77.5670477,23,4,7,3,2,3
12.89684755,77.56748099,22,5,1,3,2,3
12.89790647,77.5594981,22,2,8,3,2,3
12.89143882,77.56450442,13,0,8,0,2,3
12.931754,77.539058,5,6,9,2,2,3
12.936892,77.551396,2,0,9,3,2,3
12.936135,77.545152,23,6,10,3,2,3
12.937792,77.537268,8,2,2,2,2,3
12.939647,77.552168,11,0,1,2,2,3
12.943851,77.548762,16,2,12,0,2,3
12.939585,77.544317,22,0,3,3,2,3
12.933474,77.543107,22,5,10,3,2,3
12.937343,77.537022,21,6,4,3,2,3
12.930897,77.53865,11,1,12,2,2,3
12.555886,77.321119,22,6,11,3,2,3
12.939647,77.552168,19,6,5,1,2,3
12.930897,77.53865,0,5,10,3,2,3
12.936892,77.551396,20,6,7,1,2,3
12.93586,77.54388,22,0,1,3,2,3
12.941898,77.55148,13,5,11,0,2,3
12.934084,77.544929,2,3,12,3,2,3
12.916346,77.536052,16,4,3,0,2,3
12.931403,77.53854,14,6,5,0,2,3
12.926366,77.548363,20,3,9,1,2,3
12.940715,77.545315,22,2,10,3,2,3
12.941898,77.55148,21,5,10,3,2,3
12.94948,77.5643001,0,3,4,3,2,3
12.94953,77.56316,1,1,5,3,2,3
12.94953,77.56316,9,1,3,2,2,3
12.951433,77.567242,21,1,12,3,2,3
12.953511,77.559792,15,0,3,0,2,3
12.95046684,77.5643001,10,4,10,2,2,3
12.948701,77.559813,19,6,6,1,2,3
12.95014,77.5604,11,5,6,2,2,3
12.94968,77.56202,21,6,7,3,2,3
12.94827,77.55944,2,0,9,3,2,3
12.94951,77.56312,22,4,11,3,2,3
12.94953,77.56316,12,0,11,0,2,3
12.94953,77.56316,23,5,2,3,2,3
12.9533,77.57242,16,4,8,0,2,3
12.948775,77.572542,19,3,9,1,2,3
12.95145602,77.57991563,0,1,10,3,2,3
12.95372208,77.57577085,0,2,3,3,2,3
12.95627845,77.57656653,0,6,8,3,2,3
12.9394,77.5543,15,6,4,0,2,3
12.9365,77.556,12,0,1,0,2,3
12.5614,77.3305,17,1,2,1,2,3
12.5638,77.3316,18,6,3,1,2,3
12.565,77.3633,2,5,4,3,2,3
12.5648,77.3348,21,0,2,3,2,3
12.5629,77.3313,18,2,9,1,2,3
12.5653,77.3319,12,1,7,0,2,3
12.561,77.3317,9,0,9,2,2,3
12.5626,77.3327,13,4,10,0,2,3
12.9324412,77.564925,8,1,10,2,2,3
12.5641,77.3316,21,4,1,3,2,3
12.5658,77.334,11,6,6,2,2,3
12.5631,77.3315,18,5,7,1,2,3
12.5546,77.3403,22,5,5,3,2,3
12.5643,77.3331,23,2,7,3,2,3
12.5629,77.3454,12,5,4,0,2,3
12.5649,77.3492,21,4,4,3,2,3
12.5668,77.3323,12,5,4,0,2,3
12.5654,77.3309,12,5,12,0,2,3
12.933307,77.555896,2,4,1,3,2,3
12.932948,77.555739,22,6,3,3,2,3
12.925628,77.558118,11,3,6,2,2,3
12.92281,77.549459,19,3,8,1,2,3
12.930583,77.553237,19,0,12,1,2,3
12.933015,77.550397,23,4,11,3,2,3
12.922987,77.549027,15,4,10,0,2,3
12.929347,77.553496,11,3,11,2,2,3
12.923302,77.547439,0,2,1,3,2,3
12.923588,77.546773,10,4,1,2,2,3
12.930065,77.552782,21,5,1,3,2,3
12.92428,77.559714,17,1,1,1,2,3
12.919563,77.542178,22,0,7,3,2,3
12.927776,77.560628,19,3,8,1,2,3
12.922983,77.548966,19,1,7,1,2,3
12.921282,77.552124,19,1,1,1,2,3
12.924888,77.54409,22,4,4,3,2,3
12.91959,77.541964,23,3,9,3,2,3
12.920267,77.542058,18,6,1,1,2,3
12.932401,77.564047,10,3,9,2,2,3
12.923094,77.549019,9,3,12,2,2,3
12.914562,77.58467,15,5,9,0,2,10
12.912566,77.58986,13,6,2,0,2,10
12.91802,77.58833,13,6,2,0,2,10
12.554512,77.35043,0,4,5,3,2,10
12.932946,77.58386,3,4,5,3,2,10
12.915644,77.56456,9,6,2,2,2,10
12.97194,77.59369,20,2,7,1,2,10
12.932554,77.589451,11,1,2,2,2,10
12.933705,77.5787847,20,1,7,1,2,10
12.96557,77.60625,20,0,9,1,2,10
12.916148,77.58543,23,1,9,3,2,10
12.922512,77.588537,22,2,9,3,2,10
12.97194,77.59369,21,6,10,3,2,10
12.97194,77.59369,16,6,10,0,2,10
12.922517,77.58415,9,5,11,2,2,10
12.929273,77.582423,21,5,11,3,2,10
12.922918,77.58598,0,0,2,3,2,10
12.96557,77.60625,20,1,9,1,2,10
12.929273,77.58242,14,3,12,0,2,10
12.929273,77.58242,10,1,12,2,2,10
12.924709,77.589568,12,1,3,0,2,10
12.920751,77.574677,10,0,4,2,2,10
12.91113,77.572982,16,0,4,0,2,10
12.920042,77.583575,9,5,7,2,2,10
12.933466,77.584554,23,0,7,3,2,10
12.923436,77.583712,14,1,8,0,2,10
12.921507,77.580242,12,2,12,0,2,10
12.929507,77.580123,11,6,9,2,2,10
12.933196,77.583949,22,1,10,3,2,10
12.937057,77.579642,13,0,8,0,2,10
12.926539,77.580657,20,5,11,1,2,10
12.927594,77.587401,21,5,11,3,2,10
12.924444,77.58544,10,4,11,2,2,10
12.919213,77.589206,3,0,11,3,2,10
12.917612,77.57555,20,4,1,1,2,10
12.926114,77.584636,23,5,2,3,2,10
12.91996,77.577755,19,2,2,1,2,10
12.932965,77.583821,20,1,6,1,2,10
12.922168,77.575662,0,6,7,3,2,10
12.936028,77.581004,1,2,4,3,2,10
12.91802,77.588333,9,1,4,2,2,10
12.918903,77.579729,0,1,4,3,2,10
12.936564,77.579101,22,1,8,3,2,10
12.919622,77.576159,0,6,6,3,2,10
12.922461,77.589067,12,4,3,0,2,10
12.919946,77.580174,14,3,8,0,2,10
12.91795,77.588783,2,6,10,3,2,10
12.917777,77.58849,16,3,11,0,2,10
12.91691,77.5857,14,5,6,0,2,10
12.94391,77.5656,20,4,7,1,2,10
12.91925,77.57409,11,3,9,2,2,10
12.920789,77.584152,13,5,10,0,2,10
12.9218,77.58027,14,0,2,0,2,10
12.89658,77.58865,12,3,10,0,2,10
12.937897,77.589756,12,2,6,0,2,10
12.935478,77.586977,20,2,6,1,2,10
12.913208,77.646289,20,1,6,1,2,10
12.91984,77.57982,22,5,10,3,2,10
12.88411,77.49496,14,1,9,0,2,10
12.93131,77.55262,0,4,10,3,2,10
12.28657,76.63203,13,1,12,0,2,10
12.562385,77.342557,0,3,12,3,2,10
12.944364,77.570389,0,1,9,3,2,10
12.941264,77.580945,0,2,6,3,2,10
12.940014,77.573508,0,0,10,3,2,10
12.948533,77.576886,0,0,10,3,2,10
12.939203,77.574648,0,4,12,3,2,10
12.939203,77.574648,0,4,12,3,2,10
12.933631,77.567751,0,6,1,3,2,10
12.938711,77.576996,0,5,2,3,2,10
12.94605,77.575394,0,3,3,3,2,10
12.938967,77.578236,0,2,6,3,2,10
12.940152,77.566791,0,2,7,3,2,10
12.937975,77.56561,0,6,7,3,2,10
12.940152,77.566791,0,1,8,3,2,10
12.947732,77.580382,0,1,10,3,2,10
12.936013,77.574015,0,6,10,3,2,10
12.947732,77.580382,0,3,10,3,2,10
12.789441,77.789841,0,2,1,3,2,10
12.94138,77.579918,0,4,3,3,2,10
12.947809,77.574315,0,0,3,3,2,10
12.943653,77.578494,0,6,5,3,2,10
12.93841,77.57319,0,1,5,3,2,10
12.849751,77.8954621,0,4,6,3,2,10
12.943878,77.575749,0,1,7,3,2,10
12.7865741,77.8754201,0,1,4,3,2,10
12.943671,77.574675,0,6,10,3,2,10
12.94546,77.57132,0,6,10,3,2,10
12.948101,77.579533,0,6,10,3,2,10
12.86541,77.68521,0,0,12,3,2,10
12.948101,77.579533,0,3,9,3,2,10
12.849751,77.8954621,0,5,8,3,2,10
12.9164781,77.5877546,22,0,3,3,2,10
12.9113469,77.5934304,15,1,6,0,2,10
12.8136962,77.587486,16,3,6,0,2,10
12.9155917,77.5770282,9,5,7,2,2,10
12.8893536,77.5463813,16,6,10,0,2,10
12.911969,77.5861441,2,3,11,3,2,10
12.9163635,77.5902451,20,0,8,1,2,10
12.9081752,77.5982283,16,5,9,0,2,10
12.9048333,77.5789134,9,1,2,2,2,10
12.9126892,77.5892209,11,2,2,2,2,10
12.9016312,77.5710152,15,4,3,0,2,10
12.9164782,77.5901863,2,0,11,3,2,10
12.9165042,77.5836202,22,0,2,3,2,10
12.9160929,77.5835311,3,0,8,3,2,10
12.9064281,77.5923107,17,2,2,1,2,10
12.9138583,77.5843258,19,5,9,1,2,10
12.9164782,77.5901863,12,4,6,0,2,10
12.9105691,77.5737605,19,0,7,1,2,10
12.9152662,77.5844226,16,1,7,0,2,10
12.9116237,77.5965099,6,2,7,2,2,10
12.9116497,77.5899438,12,6,8,0,2,10
12.9169843,77.5836119,0,2,1,3,2,10
12.9170307,77.5682909,12,2,1,0,2,10
12.9117957,77.5826913,2,3,10,3,2,10
12.9047516,77.5859256,14,4,10,0,2,10
12.9080001,77.5989745,7,5,10,2,2,10
12.9134896,77.5767334,21,6,10,3,2,10
12.9087019,77.5877553,21,6,10,3,2,10
12.9151204,77.5837865,3,4,10,3,2,10
12.9166068,77.5773499,0,4,12,3,2,10
12.9094322,77.5706543,11,1,10,2,2,10
12.9168638,77.5832552,13,5,3,0,2,10
12.906925,77.5842211,13,2,5,0,2,10
12.9174342,77.5735833,17,3,7,1,2,10
12.9174602,77.5670172,9,3,4,2,2,10
12.9064191,77.5945086,14,6,9,0,2,10
12.9142916,77.5909833,10,0,2,2,2,10
12.9103454,77.5902119,9,3,1,2,2,10
12.95601,77.56426,0,0,9,3,2,4
12.95222,77.5568,0,5,9,3,2,4
12.94682,77.560151,0,6,10,3,2,4
12.9506,77.56736,0,3,2,3,2,4
12.957,77.5624,0,3,7,3,2,4
12.95334,77.5617,0,0,12,3,2,4
12.955191,77.56419,0,5,3,3,2,4
12.950078,77.556696,0,5,7,3,2,4
12.956273,77.564378,0,0,8,3,2,4
12.95319,77.55794,0,2,1,3,2,4
12.94898752,77.56995676,20,0,9,1,2,4
12.9556,77.56883,22,4,4,3,2,4
12.9486433,77.57586657,15,1,6,0,2,4
12.9594654,77.57113375,9,3,3,2,2,4
12.95154815,77.57555399,6,0,4,2,2,4
12.94870298,77.5787416,18,1,12,1,2,4
12.96020902,77.57035056,10,3,8,2,2,4
12.95274238,77.57638783,9,1,11,2,2,4
12.95862417,77.57448411,16,6,5,0,2,4
12.95206739,77.57928102,23,5,6,3,2,4
12.95673846,77.57548011,10,1,10,2,2,4
12.9579316,77.56937036,17,5,12,1,2,4
12.564415,77.333533,15,5,1,0,2,4
12.563386,77.331944,11,3,2,2,2,4
12.94599,77.56601,13,6,5,0,2,4
12.93506,77.56309,8,4,5,2,2,4
12.93888,77.55925,18,6,7,1,2,4
12.564184,77.33259,12,1,9,0,2,4
12.93965,77.55687,12,4,10,0,2,4
12.94464,77.56029,20,0,10,1,2,4
12.94305,77.5541,11,6,11,2,2,4
12.942041,77.561018,21,0,1,3,2,4
12.935563,77.633307,7,4,3,2,2,4
12.940906,77.557557,8,4,5,2,2,4
12.944244,77.560414,7,6,12,2,2,4
12.943552,77.550541,15,3,1,0,2,4
12.946262,77.549017,13,2,1,0,2,4
